communityname,ViolentCR,householdsize,agePct12t21,PctUrban,medIncome,pctWSocSec,pctWPubAsst,pctWRetire,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,MalePctNevMarr,TotalPctDiv,PersPerFam,PctFam2Par,PctWorkMom,PctRecentImmig,PctHousOccup,PctHousOwnOcc,RentMedian,PctForeignBorn,PctBornSameState,PopDens,PctUsePubTrans
Hillsboroughtownship,0.193732696,0.55,0.31,0.6,0.78,0.17,0.03,0.26,0.02,0.1,0.12,0.71,0.17,0.32,0.29,0.56,0.91,0.58,0.11,0.9,0.79,0.7,0.24,0.55,0.04,0.17
Hillsboroughtown,0.395849404,0.59,0.41,1,1,0.48,0.09,0.49,0.1,0.04,0.03,0.94,0.09,0.26,0.08,0.47,0.96,0,0.42,0.85,1,1,0.61,0.46,0.14,0.22
Orangecity,2.006503574,0.62,0.44,1,0.58,0.31,0.26,0.39,0.2,0.28,0.3,0.41,0.25,0.56,0.54,0.58,0.67,0.54,0.84,0.9,0.53,0.71,0.6,0.44,0.4,0.14
Waycrosscity,3.084356139,0.36,0.44,0,0.08,0.81,0.94,0.44,0.74,0.7,0.78,0.16,0.53,0.39,0.76,0.49,0.19,0.46,0,0.45,0.5,0.08,0.02,0.86,0.12,0.01
Mentorcity,0.330231316,0.53,0.4,1,0.5,0.39,0.13,0.54,0.06,0.11,0.22,0.35,0.2,0.28,0.33,0.55,0.85,0.57,0.03,0.93,0.86,0.42,0.08,0.78,0.15,0.02
WestNewYorktown,2.351676883,0.43,0.37,1,0.24,0.46,0.56,0.27,0.43,1,0.9,0.18,0.57,0.56,0.64,0.53,0.43,0.32,1,0.65,0.01,0.33,1,0.16,1,1
MillValleycity,1.24558656,0.2,0.15,1,0.73,0.37,0.12,0.49,0.07,0.04,0.03,0.98,0.11,0.43,0.88,0.24,0.6,0.57,0.14,0.91,0.58,0.87,0.33,0.45,0.23,0.73
LiveOakcity,1.169988307,0.55,0.48,1,0.4,0.14,0.07,0.81,0.14,0.12,0.11,0.33,0.24,0.26,0.53,0.55,0.76,0.72,0.11,0.83,0.59,0.34,0.17,0.45,0.18,0.02
Portalescity,1.21217467,0.52,0.84,0,0.08,0.61,0.75,0.41,0.94,0.64,0.67,0.33,0.65,0.67,0.51,0.49,0.44,0.26,0.2,0.55,0.48,0.12,0.19,0.47,0.18,0
Fallstownship,0.64718623,0.51,0.38,1,0.47,0.44,0.19,0.62,0.1,0.15,0.29,0.22,0.25,0.37,0.41,0.54,0.74,0.63,0.06,0.78,0.74,0.55,0.1,0.62,0.13,0.16
Manassascity,1.207301619,0.59,0.38,1,0.58,0.1,0.14,0.3,0.09,0.21,0.26,0.41,0.15,0.42,0.5,0.59,0.76,0.68,0.16,0.71,0.6,0.58,0.22,0.33,0.23,0.06
PalosVerdesEstatescity,0.456957585,0.48,0.37,1,1,0.41,0.07,0.58,0.04,0.06,0.04,1,0.17,0.24,0.15,0.37,0.95,0.01,0.53,0.88,0.93,1,0.49,0.35,0.23,0.05
Mantecacity,2.512521854,0.64,0.45,0,0.39,0.37,0.6,0.45,0.25,0.32,0.43,0.14,0.44,0.34,0.61,0.65,0.64,0.33,0.12,0.87,0.5,0.43,0.21,0.63,0.39,0
Tacomacity,7.617465802,0.37,0.39,1,0.23,0.47,0.55,0.61,0.44,0.23,0.35,0.24,0.46,0.48,0.8,0.46,0.42,0.41,0.15,0.73,0.42,0.28,0.23,0.47,0.31,0.22
Harwichtown,1.55640276,0.24,0.22,0,0.27,0.87,0.31,1,0.13,0.1,0.19,0.41,0.6,0.23,0.32,0.24,0.67,0.43,0.09,0,0.76,0.49,0.11,0.65,0.04,0.03
Kingstoncity,1.431661785,0.32,0.28,0,0.29,0.66,0.49,0.57,0.3,0.45,0.54,0.29,0.33,0.56,0.61,0.4,0.37,0.49,0.08,0.68,0.38,0.4,0.14,0.83,0.26,0.09
Athenscity,2.313771542,0.38,0.39,0,0.23,0.53,0.41,0.44,0.38,0.51,0.59,0.32,0.37,0.31,0.46,0.43,0.63,0.47,0.04,0.66,0.55,0.14,0.03,0.78,0.05,0
Greercity,5.515684846,0.33,0.34,1,0.11,0.73,0.54,0.39,0.52,0.93,0.94,0.13,0.4,0.42,0.6,0.4,0.31,0.45,0.02,0.75,0.46,0.11,0.01,0.84,0.17,0
WallaWallacity,3.704190095,0.45,0.49,0,0.16,0.59,0.47,0.54,0.51,0.3,0.35,0.25,0.61,0.57,0.61,0.42,0.52,0.45,0.2,0.73,0.47,0.17,0.19,0.49,0.21,0.07
Goldsborocity,6.173339319,0.64,0.38,1,0.14,0.47,0.64,0.44,0.56,0.41,0.43,0.24,0.28,0.4,0.61,0.49,0.34,0.45,0.07,0.75,0.25,0.14,0.05,0.62,0.16,0.01
LakeCharlescity,3.725936214,0.43,0.47,1,0.16,0.51,0.56,0.47,0.63,0.52,0.53,0.28,0.72,0.46,0.64,0.52,0.39,0.33,0.02,0.58,0.49,0.16,0.02,0.85,0.18,0.05
Salemcity,1.420604405,0.43,0.38,1,0.22,0.54,0.36,0.55,0.38,0.23,0.31,0.34,0.4,0.46,0.78,0.4,0.51,0.57,0.18,0.87,0.44,0.25,0.16,0.43,0.22,0.14
Hobokencity,3.242698184,0.21,0.29,1,0.38,0.35,0.42,0.19,0.43,0.6,0.52,0.65,0.38,0.95,0.45,0.41,0.3,0.19,0.39,0.42,0,0.47,0.5,0.35,1,1
Syracusecity,3.543497194,0.37,0.57,1,0.16,0.53,0.62,0.51,0.6,0.38,0.5,0.35,0.53,0.83,0.57,0.46,0.17,0.42,0.23,0.62,0.26,0.27,0.19,0.75,0.55,0.61
Sunrisecity,2.19041796,0.33,0.25,1,0.33,0.74,0.13,0.52,0.16,0.21,0.35,0.26,0.28,0.25,0.43,0.35,0.71,0.62,0.26,0.58,0.72,0.53,0.48,0.11,0.3,0.06
Dovercity,3.715666453,0.51,0.64,1,0.32,0.42,0.34,0.67,0.32,0.21,0.29,0.42,0.21,0.63,0.56,0.44,0.45,0.69,0.06,0.79,0.43,0.33,0.11,0.34,0.11,0.03
Crestwoodcity,0.516707592,0.35,0.24,1,0.48,0.64,0.07,0.69,0.07,0.18,0.27,0.47,0.23,0.24,0.28,0.34,0.86,0.46,0.01,0.96,0.92,0.33,0.1,0.76,0.29,0.07
Clintontown,0.314813645,0.48,0.39,0,0.56,0.36,0.09,0.35,0.07,0.1,0.22,0.42,0.27,0.36,0.43,0.51,0.81,0.67,0.09,0.41,0.75,0.63,0.08,0.63,0.06,0.05
Brigantinecity,1.455884714,0.28,0.25,1,0.4,0.5,0.16,0.57,0.17,0.16,0.31,0.33,0.24,0.6,0.57,0.34,0.53,0.7,0.15,0,0.46,0.6,0.16,0.36,0.15,0.37
Gardnercity,3.480056152,0.37,0.3,0,0.27,0.6,0.46,0.51,0.28,0.55,0.56,0.21,0.63,0.47,0.54,0.39,0.53,0.47,0.11,0.69,0.4,0.33,0.25,0.79,0.08,0.02
GlenRockborough,0.355175141,0.53,0.3,1,0.89,0.56,0.03,0.61,0.02,0.05,0.07,0.88,0.07,0.28,0.13,0.49,0.97,0.36,0.14,0.92,0.93,0.98,0.28,0.4,0.33,0.76
Westwoodtown,0.39115223,0.53,0.34,0.97,0.77,0.59,0.1,0.66,0.04,0.1,0.1,0.76,0.29,0.43,0.11,0.56,0.95,0.43,0.08,0.94,0.87,0.47,0.22,0.79,0.09,0.42
Jacksontownship,0.353657734,0.61,0.38,0.59,0.54,0.37,0.15,0.39,0.09,0.22,0.34,0.25,0.34,0.32,0.28,0.63,0.87,0.49,0.06,0.77,0.88,0.57,0.19,0.6,0.03,0.2
Middletowntownship,0.426790778,0.6,0.36,1,0.58,0.39,0.16,0.51,0.08,0.15,0.24,0.42,0.17,0.37,0.31,0.61,0.84,0.54,0.03,0.9,0.71,0.56,0.1,0.71,0.19,0.2
Starkvillecity,2.901279629,0.37,0.77,0,0.09,0.26,0.43,0.25,0.9,0.27,0.34,0.67,0.42,0.9,0.3,0.42,0.41,0.57,0.38,0.78,0.29,0.17,0.13,0.71,0.12,0.03
Bridgetoncity,9.355083374,0.53,0.43,0,0.17,0.6,0.83,0.55,0.67,0.58,0.73,0.13,0.67,0.61,0.67,0.61,0.07,0.45,0.03,0.78,0.41,0.27,0.09,0.71,0.25,0.21
Troycity,0.551880292,0.39,0.36,0,0.29,0.52,0.26,0.58,0.25,0.26,0.4,0.26,0.25,0.26,0.56,0.44,0.65,0.57,0.08,0.84,0.55,0.22,0.03,0.82,0.19,0.03
Laconiacity,2.605734088,0.39,0.38,0,0.29,0.51,0.3,0.51,0.21,0.29,0.39,0.27,0.5,0.38,0.64,0.44,0.57,0.7,0.01,0,0.47,0.38,0.09,0.6,0.06,0.02
AppleValleytown,2.819092927,0.6,0.43,1,0.37,0.38,0.47,0.63,0.27,0.15,0.33,0.23,0.51,0.26,0.51,0.58,0.68,0.22,0.06,0.75,0.63,0.41,0.17,0.51,0.06,0.02
Pittsfieldcity,2.262898676,0.33,0.34,1,0.3,0.62,0.51,0.71,0.25,0.23,0.37,0.3,0.49,0.45,0.51,0.39,0.53,0.44,0.05,0.75,0.51,0.32,0.12,0.76,0.1,0.17
Grapevinecity,1.229618998,0.44,0.34,1,0.61,0.09,0.08,0.18,0.1,0.1,0.16,0.57,0.14,0.24,0.58,0.47,0.8,0.57,0.08,0.68,0.55,0.34,0.07,0.43,0.08,0.02
Haddontownship,1.32175254,0.3,0.27,1,0.41,0.75,0.17,0.74,0.08,0.17,0.28,0.42,0.07,0.38,0.39,0.4,0.72,0.54,0.07,0.94,0.64,0.43,0.1,0.58,0.46,0.66
Merrimacktown,0.185938512,0.61,0.43,0.08,0.68,0.18,0.1,0.33,0.05,0.07,0.13,0.53,0.29,0.35,0.31,0.61,0.89,0.7,0.04,0.77,0.82,0.7,0.11,0.3,0.06,0.02
Palmdalecity,4.909387612,0.69,0.35,1,0.5,0.17,0.4,0.3,0.22,0.18,0.34,0.2,0.44,0.3,0.52,0.72,0.72,0.3,0.42,0.59,0.65,0.49,0.4,0.55,0.07,0.05
ElSegundocity,1.827503836,0.23,0.25,1,0.57,0.27,0.09,0.36,0.1,0.1,0.14,0.52,0.16,0.59,0.75,0.32,0.6,0.56,0.37,0.78,0.25,0.77,0.39,0.42,0.23,0.04
GardenGrovecity,2.570972702,0.73,0.43,1,0.47,0.32,0.45,0.43,0.27,0.39,0.44,0.25,0.38,0.55,0.54,0.76,0.64,0.45,1,0.9,0.51,0.69,0.91,0.37,0.67,0.17
CliffsideParkborough,0.558449858,0.27,0.22,1,0.48,0.58,0.22,0.47,0.11,0.47,0.43,0.42,0.35,0.46,0.34,0.34,0.72,0.16,0.9,0.56,0.37,0.62,0.93,0.38,1,1
Shreveportcity,5.328801476,0.42,0.45,1,0.17,0.5,0.53,0.45,0.67,0.34,0.44,0.31,0.79,0.45,0.73,0.54,0.29,0.54,0.03,0.43,0.52,0.18,0.03,0.77,0.17,0.19
Danvillecity,3.259322268,0.38,0.57,0,0.16,0.67,0.59,0.59,0.53,0.5,0.58,0.25,0.51,0.41,0.54,0.33,0.49,0.65,0.01,0.77,0.49,0.16,0.02,0.84,0.19,0.02
Highlandcity,3.665936971,0.64,0.46,1,0.33,0.29,0.68,0.54,0.41,0.28,0.44,0.21,0.57,0.42,0.72,0.67,0.5,0.25,0.24,0.59,0.53,0.39,0.34,0.49,0.21,0.06
DeerfieldBeachcity,3.492647696,0.1,0.1,1,0.25,1,0.12,0.65,0.25,0.3,0.44,0.25,0.27,0.29,0.52,0.14,0.46,0.73,0.23,0.14,0.68,0.5,0.45,0.11,0.37,0.08
Uticacity,1.851945762,0.32,0.4,1,0.14,0.69,0.7,0.64,0.58,0.52,0.57,0.18,0.63,0.62,0.52,0.42,0.34,0.42,0.18,0.64,0.36,0.18,0.16,0.88,0.35,0.28
Aikencity,2.105059847,0.39,0.34,1,0.36,0.57,0.4,0.65,0.41,0.33,0.35,0.53,0.28,0.32,0.52,0.44,0.54,0.52,0.03,0.62,0.6,0.24,0.04,0.44,0.12,0
Fullertoncity,2.298108516,0.51,0.45,1,0.5,0.3,0.22,0.43,0.25,0.27,0.28,0.48,0.26,0.59,0.51,0.57,0.66,0.4,0.78,0.82,0.45,0.65,0.7,0.39,0.43,0.13
Berkeleycity,3.525355545,0.57,0.54,1,0.24,0.4,0.49,0.44,0.41,0.37,0.5,0.11,0.82,0.58,0.82,0.64,0.16,0.84,0.01,0.63,0.66,0.26,0.02,0.8,0.21,0.23
Minneapoliscity,7.557912595,0.25,0.34,1,0.23,0.39,0.51,0.35,0.49,0.22,0.29,0.49,0.42,0.84,0.63,0.38,0.29,0.48,0.25,0.73,0.38,0.33,0.18,0.62,0.56,0.92
Florencecity,1.983372004,0.44,0.43,1,0.32,0.45,0.28,0.37,0.23,0.34,0.4,0.21,0.16,0.3,0.58,0.51,0.64,0.62,0.07,0.83,0.46,0.29,0.05,0.69,0.19,0.12
Oneontacity,0.527885378,0.72,1,0,0.15,0.55,0.27,0.42,0.62,0.26,0.34,0.5,0.31,1,0.23,0.31,0.45,0.6,0.06,0.74,0.32,0.25,0.09,0.81,0.27,0.23
Carpinteriacity,2.014521167,0.51,0.43,1,0.38,0.47,0.25,0.36,0.14,0.35,0.4,0.36,0.19,0.51,0.64,0.58,0.61,0.77,0.65,0.62,0.47,0.71,0.56,0.48,0.42,0.16
Swanseatown,0.861041609,0.58,0.48,0.66,0.47,0.6,0.37,0.66,0.12,0.41,0.46,0.29,0.26,0.42,0.22,0.58,0.87,0.7,0.03,0.86,0.89,0.36,0.16,0.74,0.06,0.02
Alpharettacity,0.326549786,0.34,0.28,0.99,0.54,0.22,0.07,0.21,0.08,0.07,0.1,0.6,0.1,0.3,0.61,0.37,0.74,0.49,0.2,0.56,0.47,0.52,0.14,0.31,0.06,0.06
Windsortown,0.31641159,0.53,0.33,0.88,0.64,0.45,0.1,0.51,0.05,0.23,0.3,0.45,0.25,0.42,0.37,0.51,0.79,0.67,0.1,0.87,0.78,0.65,0.28,0.54,0.08,0.17
Nicholasvillecity,1.988440083,0.49,0.45,0,0.23,0.35,0.3,0.27,0.33,0.54,0.62,0.15,0.3,0.24,0.62,0.47,0.63,0.61,0,0.81,0.56,0.21,0.01,0.87,0.18,0
Auburncity,0.391101643,0.39,0.38,0.97,0.26,0.52,0.39,0.37,0.28,0.35,0.39,0.3,0.42,0.39,0.55,0.41,0.57,0.63,0.09,0.67,0.47,0.28,0.08,0.8,0.03,0.03
Superiorcity,1.193760041,0.34,0.44,1,0.15,0.66,0.62,0.45,0.45,0.27,0.38,0.24,0.65,0.49,0.57,0.39,0.43,0.49,0.02,0.78,0.53,0.14,0.04,0.6,0.06,0.1
WestColumbiacity,7.893030849,0.26,0.34,1,0.19,0.54,0.28,0.49,0.38,0.38,0.5,0.24,0.22,0.44,0.71,0.3,0.41,0.7,0.03,0.6,0.47,0.21,0.03,0.75,0.18,0.07
Medfordcity,3.230006287,0.43,0.38,1,0.45,0.59,0.26,0.57,0.17,0.25,0.35,0.37,0.35,0.65,0.25,0.48,0.71,0.51,0.27,0.88,0.47,0.56,0.35,0.78,0.59,0.94
Enidcity,3.744566488,0.35,0.35,0,0.18,0.55,0.3,0.48,0.37,0.29,0.41,0.27,0.41,0.28,0.54,0.37,0.65,0.46,0.03,0.31,0.59,0.15,0.04,0.65,0.05,0.01
Pinolecity,3.367507499,0.51,0.34,1,0.56,0.38,0.2,0.59,0.08,0.13,0.23,0.32,0.25,0.32,0.51,0.51,0.7,0.77,0.1,0.88,0.74,0.65,0.43,0.56,0.28,0.31
Bentoncity,1.902876406,0.41,0.39,0,0.21,0.62,0.33,0.62,0.34,0.48,0.52,0.21,0.29,0.18,0.48,0.42,0.7,0.6,0,0.76,0.65,0.14,0.02,0.77,0.1,0
Stillwatercity,1.180754005,0.41,1,0,0.11,0.23,0.13,0.24,0.7,0.14,0.16,0.72,0.38,1,0.26,0.33,0.68,0.62,0.62,0.58,0.24,0.23,0.21,0.54,0.11,0.01
Tracycity,2.921945296,0.61,0.37,0,0.47,0.3,0.35,0.36,0.18,0.31,0.39,0.18,0.46,0.34,0.55,0.67,0.71,0.42,0.16,0.68,0.51,0.49,0.29,0.61,0.29,0.03
Totowaborough,0.846899538,0.59,0.33,1,0.57,0.68,0.16,0.65,0.07,0.59,0.56,0.25,0.2,0.48,0.18,0.51,0.85,0.48,0.09,0.9,0.8,0.6,0.37,0.78,0.21,0.12
Fitchburgcity,1.015740951,0.33,0.29,0.97,0.39,0.09,0.12,0.07,0.13,0.08,0.1,0.61,0.05,0.67,0.5,0.39,0.69,0.76,0.11,0.85,0.23,0.39,0.09,0.72,0.04,0.17
FortMyerscity,20.04730632,0.35,0.4,0.99,0.17,0.58,0.43,0.4,0.55,0.4,0.55,0.25,0.38,0.55,0.9,0.46,0.15,0.65,0.09,0.35,0.28,0.31,0.13,0.34,0.17,0.11
Weehawkentownship,2.411760405,0.33,0.28,1,0.38,0.41,0.33,0.28,0.24,0.52,0.51,0.44,0.54,0.68,0.48,0.47,0.53,0.34,0.72,0.61,0.13,0.43,1,0.31,1,1
CedarHillcity,0.474523469,0.64,0.39,1,0.49,0.11,0.1,0.14,0.08,0.14,0.22,0.45,0.18,0.2,0.41,0.61,0.81,0.74,0.07,0.74,0.77,0.42,0.09,0.64,0.05,0.06
Lubbockcity,2.717522514,0.46,0.6,1,0.21,0.35,0.3,0.27,0.52,0.39,0.42,0.41,0.41,0.54,0.5,0.52,0.63,0.52,0.13,0.53,0.45,0.24,0.09,0.77,0.15,0.05
Kennercity,5.022376006,0.55,0.47,1,0.31,0.23,0.27,0.25,0.37,0.3,0.38,0.33,0.44,0.41,0.62,0.66,0.6,0.48,0.13,0.67,0.5,0.27,0.23,0.74,0.4,0.12
Sheridancity,0.663786755,0.29,0.4,0,0.2,0.61,0.3,0.52,0.28,0.29,0.34,0.26,0.35,0.28,0.69,0.38,0.55,0.7,0.02,0.61,0.58,0.15,0.05,0.45,0.15,0
Montebellocity,5.378831812,0.72,0.47,1,0.33,0.48,0.67,0.35,0.36,0.7,0.69,0.22,0.42,0.6,0.5,0.81,0.47,0.2,1,0.91,0.36,0.55,1,0.46,0.6,0.33
Jaspercity,5.380090406,0.37,0.39,0,0.18,0.73,0.41,0.53,0.43,0.48,0.62,0.26,0.32,0.24,0.56,0.4,0.62,0.37,0.03,0.69,0.62,0.1,0.02,0.87,0.05,0.03
Edmondcity,0.723384667,0.51,0.48,0.98,0.43,0.23,0.12,0.3,0.18,0.08,0.14,0.71,0.2,0.33,0.38,0.5,0.77,0.49,0.16,0.64,0.62,0.26,0.09,0.56,0.05,0.02
BeaverDamcity,1.171900868,0.34,0.36,0,0.24,0.61,0.28,0.52,0.18,0.42,0.41,0.22,0.23,0.3,0.42,0.42,0.7,0.74,0.01,0.86,0.56,0.22,0.03,0.91,0.25,0.01
Kelsocity,3.184843198,0.39,0.47,1,0.2,0.45,0.67,0.47,0.54,0.34,0.47,0.12,0.69,0.37,0.89,0.42,0.41,0.11,0.07,0.82,0.42,0.18,0.09,0.52,0.13,0.02
Roswellcity,3.487947352,0.49,0.5,0,0.17,0.63,0.51,0.54,0.57,0.5,0.53,0.23,0.4,0.35,0.63,0.53,0.52,0.44,0.1,0.53,0.63,0.19,0.19,0.47,0.13,0
Chesapeakecity,1.855916927,0.58,0.43,0.96,0.4,0.3,0.24,0.6,0.23,0.27,0.39,0.26,0.23,0.33,0.49,0.56,0.67,0.64,0.03,0.73,0.69,0.34,0.05,0.58,0.04,0.06
RanchoCucamongacity,1.466185221,0.62,0.46,1,0.57,0.17,0.21,0.27,0.13,0.15,0.22,0.33,0.28,0.37,0.49,0.69,0.75,0.41,0.22,0.7,0.65,0.63,0.33,0.55,0.22,0.03
IdahoFallscity,1.436952535,0.48,0.49,1,0.3,0.36,0.23,0.4,0.27,0.17,0.26,0.41,0.27,0.33,0.51,0.6,0.73,0.5,0.04,0.82,0.58,0.21,0.07,0.55,0.25,0.95
Monroecity,0.351864065,0.27,0.34,0,0.25,0.61,0.27,0.31,0.16,0.39,0.36,0.22,0.22,0.31,0.52,0.36,0.64,0.91,0,0.89,0.56,0.2,0.04,0.8,0.21,0
Waterfordtown,1.41172253,0.4,0.28,0.92,0.54,0.57,0.12,0.82,0.07,0.25,0.3,0.35,0.24,0.35,0.36,0.36,0.78,0.51,0.02,0.8,0.84,0.54,0.15,0.63,0.04,0.04
HainesCitycity,4.55942397,0.49,0.4,0,0.14,0.73,0.38,0.49,0.55,0.78,0.83,0.11,0.93,0.36,0.65,0.51,0.27,0.52,0.08,0.28,0.52,0.14,0.13,0.44,0.12,0.1
Bexleycity,1.242731318,0.49,0.59,1,0.6,0.44,0.05,0.41,0.13,0.03,0.05,0.96,0.1,0.46,0.26,0.48,0.79,0.63,0.11,0.85,0.74,0.35,0.13,0.7,0.45,0.16
Gallupcity,6.656431079,0.67,0.46,0,0.25,0.27,0.4,0.23,0.61,0.38,0.43,0.25,0.35,0.45,0.6,0.74,0.45,0.55,0.1,0.7,0.52,0.19,0.14,0.62,0.14,0.01
BrokenArrowcity,0.773855677,0.62,0.44,1,0.43,0.18,0.14,0.23,0.16,0.11,0.15,0.39,0.19,0.19,0.36,0.61,0.83,0.5,0.03,0.78,0.71,0.32,0.06,0.47,0.12,0
Laurelcity,2.692131355,0.24,0.18,1,0.53,0.14,0.09,0.28,0.08,0.12,0.21,0.59,0.07,0.56,0.74,0.31,0.58,0.81,0.18,0.79,0.42,0.56,0.21,0.26,0.51,0.25
Missioncity,0.778206091,0.85,0.61,1,0.1,0.7,0.81,0.46,1,1,0.84,0.18,0.84,0.39,0.28,0.96,0.62,0.15,0.45,0.04,0.67,0.07,0.65,0.59,0.17,0.02
Sheboygancity,0.683281877,0.37,0.35,1,0.26,0.58,0.35,0.49,0.24,0.39,0.42,0.2,0.31,0.37,0.4,0.44,0.7,0.74,0.24,0.85,0.54,0.21,0.14,0.86,0.31,0.13
JohnsonCitycity,1.06609818,0.36,0.52,1,0.19,0.55,0.41,0.45,0.45,0.47,0.5,0.41,0.41,0.46,0.59,0.34,0.57,0.36,0.07,0.71,0.47,0.15,0.04,0.63,0.13,0.05
Greenvillecity,0.45439519,0.33,0.33,0,0.19,0.68,0.28,0.63,0.28,0.33,0.48,0.16,0.44,0.22,0.59,0.35,0.58,0.74,0.04,0.84,0.61,0.15,0.03,0.85,0.22,0.02
DeSotocity,1.122606706,0.54,0.46,1,0.56,0.16,0.1,0.28,0.09,0.11,0.18,0.47,0.22,0.25,0.47,0.52,0.74,0.84,0.03,0.69,0.64,0.37,0.08,0.69,0.12,0.04
Ashevillecity,2.993030039,0.24,0.33,1,0.18,0.7,0.38,0.59,0.42,0.32,0.43,0.36,0.33,0.39,0.71,0.29,0.37,0.67,0.03,0.63,0.47,0.2,0.06,0.63,0.15,0.15
ForestParkcity,1.398256966,0.54,0.52,1,0.42,0.26,0.19,0.38,0.13,0.12,0.24,0.38,0.3,0.42,0.51,0.6,0.64,0.85,0.05,0.81,0.59,0.42,0.06,0.64,0.25,0.21
WisconsinRapidscity,1.124460775,0.32,0.3,0,0.23,0.67,0.41,0.6,0.29,0.38,0.36,0.18,0.45,0.32,0.47,0.38,0.58,0.38,0.03,0.88,0.58,0.2,0.04,0.92,0.13,0
SevenHillscity,0.282019804,0.47,0.3,1,0.5,0.83,0.06,1,0.04,0.25,0.37,0.26,0.24,0.32,0.06,0.42,0.93,0.35,0.03,1,1,0.37,0.32,0.81,0.21,0.14
Lakewoodtownship,2.401232264,0.49,0.35,0.98,0.29,0.77,0.34,0.66,0.42,0.39,0.47,0.26,0.46,0.39,0.35,0.66,0.66,0.34,0.17,0.65,0.59,0.48,0.31,0.48,0.15,0.22
Columbiacity,8.726722613,0.56,0.76,0.98,0.19,0.46,0.35,0.46,0.56,0.31,0.41,0.51,0.35,0.86,0.58,0.43,0.26,0.66,0.16,0.67,0.31,0.22,0.09,0.62,0.07,0.27
Rowlettcity,1.412403423,0.66,0.33,1,0.6,0.09,0.07,0.14,0.05,0.07,0.14,0.44,0.14,0.12,0.3,0.61,0.92,0.72,0.05,0.71,0.89,0.5,0.09,0.62,0.1,0.07
Cumberlandcity,4.647943479,0.26,0.35,1,0.08,0.84,0.73,0.66,0.7,0.48,0.56,0.16,0.72,0.36,0.66,0.33,0.35,0.28,0.01,0.58,0.45,0.11,0.03,0.76,0.24,0.08
Alamedacity,2.509435136,0.43,0.37,1,0.44,0.35,0.28,0.52,0.17,0.14,0.18,0.5,0.17,0.6,0.64,0.42,0.55,0.61,0.37,0.83,0.33,0.62,0.51,0.38,0.59,0.81
Nortontown,0.893084225,0.66,0.64,0.17,0.53,0.32,0.26,0.36,0.13,0.17,0.27,0.35,0.29,0.44,0.38,0.55,0.73,0.5,0.05,0.85,0.74,0.43,0.11,0.75,0.04,0.16
BrighamCitycity,0.438507411,0.71,0.52,0,0.37,0.49,0.21,0.67,0.17,0.13,0.26,0.35,0.45,0.24,0.3,0.84,0.82,0.31,0,0.8,0.71,0.18,0.05,0.71,0.1,0.04
ForrestCitycity,5.44093671,0.52,0.53,0,0.04,0.61,1,0.26,1,0.69,0.68,0.18,1,0.42,0.68,0.64,0.17,0.48,0.03,0.66,0.41,0.06,0.01,0.82,0.08,0.02
Chandlercity,0.9573835,0.55,0.37,0.99,0.44,0.16,0.17,0.24,0.25,0.19,0.23,0.42,0.25,0.35,0.55,0.61,0.7,0.54,0.18,0.59,0.62,0.38,0.21,0.27,0.16,0.04
Sparkscity,2.005967816,0.41,0.39,1,0.34,0.32,0.14,0.35,0.18,0.17,0.29,0.24,0.26,0.38,0.84,0.44,0.59,0.87,0.21,0.81,0.44,0.39,0.23,0.23,0.31,0.15
Amsterdamcity,0.270087191,0.29,0.3,0,0.17,0.84,0.33,0.69,0.35,0.43,0.55,0.18,0.6,0.42,0.48,0.37,0.45,0.54,0.11,0.7,0.39,0.15,0.18,0.86,0.29,0.15
Canandaiguacity,0.427950811,0.32,0.36,0,0.28,0.62,0.36,0.57,0.25,0.26,0.34,0.34,0.43,0.48,0.65,0.4,0.51,0.64,0,0.75,0.39,0.32,0.06,0.86,0.19,0.04
Brentwoodborough,1.047702838,0.28,0.26,1,0.27,0.66,0.15,0.72,0.14,0.23,0.31,0.25,0.26,0.38,0.42,0.4,0.7,0.35,0.01,0.89,0.58,0.24,0.05,0.97,0.63,1
LaPuentecity,6.967957351,1,0.62,1,0.36,0.35,0.69,0.32,0.36,0.8,0.88,0.1,0.62,0.64,0.46,1,0.58,0.21,1,0.91,0.53,0.52,1,0.46,0.89,0.29
Hinesvillecity,1.391989548,0.56,0.53,0,0.21,0.08,0.41,0.3,0.46,0.11,0.19,0.3,0.49,0.2,0.48,0.55,0.61,0.39,0.17,0.74,0.3,0.28,0.16,0.22,0.15,0.02
Ashwaubenonvillage,0.684395759,0.46,0.45,1,0.39,0.23,0.19,0.16,0.12,0.18,0.19,0.28,0.18,0.38,0.35,0.51,0.77,0.73,0.02,0.92,0.53,0.28,0.02,0.85,0.13,0.03
Salisburycity,9.107453422,0.37,0.54,0,0.22,0.48,0.32,0.42,0.45,0.36,0.48,0.31,0.34,0.73,0.76,0.37,0.24,0.78,0.2,0.74,0.25,0.31,0.08,0.59,0.17,0.06
Somersettown,0.414258087,0.49,0.4,1,0.41,0.72,0.2,0.8,0.08,0.56,0.52,0.33,0.38,0.35,0.19,0.47,0.82,0.85,0.01,0.9,0.83,0.39,0.24,0.83,0.18,0.02
Paramountcity,8.11232121,0.97,0.57,1,0.29,0.27,0.66,0.24,0.46,0.94,0.89,0.09,0.67,0.63,0.56,1,0.47,0.23,1,0.8,0.28,0.57,1,0.42,0.85,0.2
